id,created_at,full_text
1259843806049992704,2020-05-11 13:52:24,"b'Dems are trying to steal the Mike Garcia Congressional Race in California. Republicans, get out and VOTE for your terrific candidate, ASAP!'"
1259842012632821767,2020-05-11 13:45:17,"b'Great credit being given for our Coronavirus response, except in the Fake News. They are a disgrace to America!'"
1259835082040377345,2020-05-11 13:17:44,"b'This is why it\xe2\x80\x99s not really the Lamestream Media, it\xe2\x80\x99s the Rigged Media....and it is what I\xe2\x80\x99m up against. It was corrupt in 2016. Now it is much more corrupt, and what you are seeing is the least of it....but WE WILL WIN AGAIN! https://t.co/UXyOrQ7fXW'"
1259831370429407232,2020-05-11 13:02:59,b'OBAMAGATE! https://t.co/mSmWsbfOWf'
1259675040314003459,2020-05-11 02:41:47,b'Sleepy Eyes Chuck Todd should be FIRED by \xe2\x80\x9cConcast\xe2\x80\x9d (NBC) for this fraud. He knew exactly what he was doing. Public Airwaves = Fake News! @AjitPaiFCC  @FCC https://t.co/fLTDhjMXo4'
1259667289252790275,2020-05-11 02:10:59,"b'He got caught, OBAMAGATE! https://t.co/oV6fum0zIS'"
1259666162134200325,2020-05-11 02:06:31,b'Thank you! https://t.co/VxWLG5c3iI'
1259625738858303490,2020-05-10 23:25:53,"b'.@CBS and their show, @60Minutes, are doing everything within their power, which is far less today than it was in the past, to defend China and the horrible Virus pandemic that was inflicted on the USA and the rest of the World. I guess they want to do business in China!'"
1259563409739309057,2020-05-10 19:18:13,b'This book is a MUST BUY! https://t.co/3F0KK6fckh'
1259561821289226248,2020-05-10 19:11:54,b'OBAMAGATE!'
1259541473651032071,2020-05-10 17:51:03,b'.@brianstelter is just a poor man\xe2\x80\x99s lapdog for AT&amp;T! https://t.co/nwDRFvym0P'
1259538752327897092,2020-05-10 17:40:14,"b'Wow, this is BIG! https://t.co/cC9NlHWdfl'"
1259538466263773185,2020-05-10 17:39:06,b'Thank you! https://t.co/zh5YuuR8jN'
1259530309781118980,2020-05-10 17:06:41,"b'More Fake News, this time from Jimmy Kimmel\xe2\x80\x99s last place show! https://t.co/qlgbsz36EC'"
1259496351748014081,2020-05-10 14:51:45,b'Thank you to Eli Lake! https://t.co/PuAzimoIbs'
1259493483733270530,2020-05-10 14:40:21,"b'The biggest political crime in American history, by far! https://t.co/m5nPdUHt4u'"
1259455786482311168,2020-05-10 12:10:33,b'HAPPY MOTHER\xe2\x80\x99S DAY!'
1259454594981203968,2020-05-10 12:05:49,b'Congratulations to Officer John Catanzara for being elected President of the Chicago Police Union. He always \xe2\x80\x9cGets the Job Done\xe2\x80\x9d. #MAGA @foxandfriends'
1259451044834217984,2020-05-10 11:51:43,b'True! https://t.co/kgH1z23HhO'
1259450673151836160,2020-05-10 11:50:14,b'Thank you Mike! https://t.co/GMfNEAlW8M'
1259450328048709633,2020-05-10 11:48:52,"b'We are getting great marks for the handling of the CoronaVirus pandemic, especially the very early BAN of people from China, the infectious source, entering the USA. Compare that to the Obama/Sleepy Joe disaster known as H1N1 Swine Flu. Poor marks, bad polls - didn\xe2\x80\x99t have a clue!'"
1259450009734516736,2020-05-10 11:47:36,"b'When are the Fake Journalists, who received unwarranted Pulitzer Prizes for Russia, Russia, Russia, and the Impeachment Scam, going to turn in their tarnished awards so they can be given to the real journalists who got it right. I\xe2\x80\x99ll give you the names, there are plenty of them!'"
1259449352201830400,2020-05-10 11:44:59,b'A great man for Washington! Will Drain the Swamp! https://t.co/IHdPE3JGXL'
1259449226465083394,2020-05-10 11:44:29,b'So great to see our Country starting to open up again! https://t.co/ceXFk4iWBX'
1259439270818992128,2020-05-10 11:04:56,b'...And we caught them and their illegal activities! https://t.co/53YV7x3cdD'
1259333049738760193,2020-05-10 04:02:50,b'https://t.co/iIaEP3Kxek'
1259328864859422723,2020-05-10 03:46:13,b'https://t.co/mjBMIphWZi'
1259328777877889025,2020-05-10 03:45:52,b'https://t.co/lpSqOaF7OY'
1259328621371678725,2020-05-10 03:45:15,b'https://t.co/26WfywGv9l'
1259328451456258051,2020-05-10 03:44:34,b'https://t.co/y4KUoaY0C8'
1259215842237177858,2020-05-09 20:17:06,b'https://t.co/8tXzxXrQl2'
1259215629120389121,2020-05-09 20:16:15,b'https://t.co/Y5YUHHSOGa'
1259215531153993729,2020-05-09 20:15:52,b'https://t.co/5YNQ2A6GMg'
1259200118714183680,2020-05-09 19:14:37,"b'Governor @GavinNewsom of California won\xe2\x80\x99t let restaurants, beaches and stores open, but he installs a voting booth system in a highly Democrat area (supposed to be mail in ballots only) because our great candidate, @MikeGarcia2020, is winning by a lot. CA25  Rigged Election!'"
1259198107029508096,2020-05-09 19:06:38,"b'Starting early next week, at my order, the USA will be purchasing, from our Farmers, Ranchers &amp; Specialty Crop Growers, 3 Billion Dollars worth of Dairy, Meat &amp; Produce for Food Lines &amp; Kitchens. \xe2\x80\x9cFARMERS TO FAMILY FOOD BOX\xe2\x80\x9d  Great news for all!  @SecretarySonny @ZippyDuvall'"
1259194224555298816,2020-05-09 18:51:12,"b'Why is it that all of the political pundits &amp; consultants that I beat so easily &amp; badly, people that charged their clients far more than their services were worth, have become so totally \xe2\x80\x9cunhinged\xe2\x80\x9d when it come to your favorite President, me. These people are stone cold crazy!'"
1259183305301340163,2020-05-09 18:07:49,b'...And many more! https://t.co/KgORqck2vh'
1259158370390544384,2020-05-09 16:28:44,b'https://t.co/66006PDuKf'
1259155620713975810,2020-05-09 16:17:48,b'CA25 is a Rigged Election. Trying to steal it from @MikeGarcia2020.  @GavinNewsom must act now!'
1259153410756153350,2020-05-09 16:09:01,b'TRANSITION TO GREATNESS!'
1259149331761954822,2020-05-09 15:52:49,"b'Mike has my complete &amp; total endorsement. We need him badly in Washington. A great fighter pilot &amp; hero, &amp; a brilliant Annapolis grad, Mike will never let you down. Mail in ballots, &amp; check that they are counted! https://t.co/KMS62yCyfl'"
1259147372984180736,2020-05-09 15:45:02,"b'So in California, the Democrats, who fought like crazy to get all mail in only ballots, and succeeded, have just opened a voting booth in the most Democrat area in the State. They are trying to steal another election. It\xe2\x80\x99s all rigged out there. These votes must not count. SCAM!'"
1258876999461933058,2020-05-08 21:50:40,"b'Vote @MikeGarcia2020 by May 12th! His opponent @ChristyforCA25 voted to fire teachers, and cut their salaries while bumping up her pay. Now she\xe2\x80\x99s mocking our Great Vets! We need Navy Fighter Pilot Mike Garcia in #CA25! https://t.co/MEnGMvl8it'"
1258876896542101504,2020-05-08 21:50:15,"b'Tom Tiffany (@TomTiffanyWI) is a Great Advocate for the incredible people of Wisconsin (WI07). We need Tom in Congress to help us Make America Great Again! He will Fight for Small Business, supports our Incredible Farmers, Loves our Military and our Vets....'"
1258853681405079552,2020-05-08 20:18:00,b'https://t.co/OtqyujwA1X'
1258853107573891075,2020-05-08 20:15:43,b'https://t.co/ykwoWfQfCf'
1258804519816826883,2020-05-08 17:02:39,b'https://t.co/HmWa7WXZQr'
1258803459303890946,2020-05-08 16:58:26,"b'Retired Ice Director Tom Homan knows more about the Border and Border Security than anyone. He\xe2\x80\x99s a tough guy, but a good guy - and as smart as they come. His new book, \xe2\x80\x9cDefend The Border and Save Lives: Solving Our Most Important Humanitarian and Security Crisis\xe2\x80\x9d is a....'"
1258720717258006530,2020-05-08 11:29:39,b'DRAIN THE SWAMP!'
1258717838849847298,2020-05-08 11:18:13,"b'Yesterday was a BIG day for Justice in the USA. Congratulations to General Flynn, and many others. I do believe there is MUCH more to come! Dirty Cops and Crooked Politicians do not go well together!'"
1258716204832825344,2020-05-08 11:11:43,b'I will be interviewed on @foxandfriends at 8:00 A.M. Enjoy!'
1258546186014748673,2020-05-07 23:56:08,b'https://t.co/gQf2WFmQiC https://t.co/6ZqJ8AAlRc'
1258479301994954754,2020-05-07 19:30:21,b'https://t.co/914FsNsbu7'
1258465767751856130,2020-05-07 18:36:34,"b'Today, @FLOTUS celebrates the two year anniversary of #BeBest, her initiative dedicated to bringing awareness to issues that impact the lives of children. Congratulations, and thank you! https://t.co/3jM5GfSvfg https://t.co/dvh1MnzcFK'"
1258448362409426944,2020-05-07 17:27:25,"b'Congratulations to former Governor of New Jersey, Chris Christie, and all others involved, on a complete and total exoneration (with a 9-0 vote by the U.S. Supreme Court) on the Obama DOJ Scam referred to as \xe2\x80\x9cBridgegate.\xe2\x80\x9d The Democrats....'"
1258432889303248896,2020-05-07 16:25:56,"b'As you know, I designated this day to be a National Day of Prayer. As our Nation heals, our Spirit has never been Stronger! https://t.co/WWhvzsSDWq'"
1258134788294270977,2020-05-06 20:41:23,b'https://t.co/lZYGaD72Og'
1258053124893347841,2020-05-06 15:16:53,b'The Fake News has reached an all time high!'
1258020179692445697,2020-05-06 13:05:58,"b'The White House CoronaVirus Task Force, headed by Vice President Mike Pence, has done a fantastic job of bringing together vast highly complex resources that have set a high standard for others to follow in the future. Ventilators, which were few &amp; in bad shape, are now being....'"
1257873257732214784,2020-05-06 03:22:09,b'Thank you @Honeywell! https://t.co/4jH6NF63XI'
1257822958522753024,2020-05-06 00:02:17,b'https://t.co/cnQ4tL0aN3'
1257793742540386304,2020-05-05 22:06:11,"b'I was thrilled to be back in the Great State of Arizona with the incredible, patriotic, and hardworking men and women of @Honeywell! https://t.co/z8XOjmFquB'"
1257768408256409601,2020-05-05 20:25:31,b'Will be doing a major interview tonight at 6:30 P.M. Eastern with @DavidMuir on @ABCWorldNews Tonight.'
1257753237790158848,2020-05-05 19:25:14,"b'On #NationalTeacherDay, we recognize the countless men and women who dedicate their lives to instilling character, integrity, and knowledge in the hearts and minds of our Nation\xe2\x80\x99s students, thank you! https://t.co/sai1FMR1fp'"
1257744763832299520,2020-05-05 18:51:34,b'Getting ready to land in the Great State of Arizona!'
1257744456591130624,2020-05-05 18:50:20,"b'Wow! Congratulations to Greg Gutfeld, a one time Trump Hater who has come all the way home. His Ratings easily beat no talent Stephen Colbert, nice guy Jimmy Fallon, and wacko \xe2\x80\x9clast placer\xe2\x80\x9d Jimmy Kimmel. Greg built his show from scratch, and did a great job in doing so. @FoxNews'"
1257741326650470400,2020-05-05 18:37:54,"b'Well run States should not be bailing out poorly run States, using CoronaVirus as the excuse! The elimination of Sanctuary Cities, Payroll Taxes, and perhaps Capital Gains Taxes, must be put on the table. Also lawsuit indemnification &amp; business deductions for restaurants &amp; ent.'"
1257736426206031874,2020-05-05 18:18:26,"b'Most of the money raised by the RINO losers of the so-called \xe2\x80\x9cLincoln Project\xe2\x80\x9d, goes into their own pockets. With what I\xe2\x80\x99ve done on Judges, Taxes, Regulations, Healthcare, the Military, Vets (Choice!) &amp; protecting our great 2A, they should love Trump. Problem is, I BEAT THEM ALL!'"
1257725719469158401,2020-05-05 17:35:53,b'Remember this? Happy #CincoDeMayo! https://t.co/1jDZHNTHHj'
1257715551729676289,2020-05-05 16:55:29,"b'The Do Nothing Democrats and their leader, the Fake News Lamestream Media, are doing everything possible to hurt and disparage our Country. No matter what we do or say, no matter how big a win, they report that it was a loss, or not good enough. The Enemy of the People!'"
1257714716492722176,2020-05-05 16:52:10,"b'For the constant criticism from the Do Nothing Democrats and their Fake News partners, here is the newest chart on our great testing \xe2\x80\x9cmiracle"" compared to other countries. Dems and LameStream Media should be proud of the USA, instead of always ripping us down! https://t.co/8AwnPCNchF'"
1257659682816241665,2020-05-05 13:13:29,"b'Governors should let roads and highway construction begin before heavy traffic starts, which will be soon. Some Governors never stopped, which proved to be very smart. They built and fixed roads during long no traffic periods. Also, saved big dollars!'"
1257651144739950593,2020-05-05 12:39:33,b'Heading to Arizona!'
1257650279740301314,2020-05-05 12:36:07,b'Oil prices moving up nicely as demand begins again!'
1257649628327153664,2020-05-05 12:33:32,b'Exciting to see our Country starting to open up again! https://t.co/My5yPSZdS3'
1257532101966036993,2020-05-05 04:46:31,"b'A group of RINO Republicans who failed badly 12 years ago, then again 8 years ago, and then got BADLY beaten by me, a political first timer, 4 years ago, have copied (no imagination) the concept of an ad from Ronald Reagan, \xe2\x80\x9cMorning in America\xe2\x80\x9d, doing everything possible to....'"
1257501668821868545,2020-05-05 02:45:35,b'THANK YOU #USNSComfort! https://t.co/Hp89n5xGIK'
1257438733240094726,2020-05-04 22:35:30,b'MSDNC and FAKE NEWS CNN are going wild trying to protect China!'
1257438615828865025,2020-05-04 22:35:02,"b'A great new book, \xe2\x80\x9cFortitude: American Resilience in the Era of Outrage\xe2\x80\x9d by former Navy Seal, and current Texas Congressman @DanCrenshawTX, is now available. A fantastic guy \xe2\x80\x94 get your copy today! https://t.co/7EqltABxbe'"
1257315077243334656,2020-05-04 14:24:08,"b'Interesting? By Congress not wanting the special 5 minute testing apparatus, they are saying that they are not \xe2\x80\x9cessential\xe2\x80\x9d.  In any event, we have great testing capacity, and have performed 6.5 million tests, which is more than every country in the world, combined!'"
1257304527843110914,2020-05-04 13:42:13,"b'Mexico is sadly experiencing very big CoronaVirus problems, and now California, get this, doesn\xe2\x80\x99t want people coming over the Southern Border. A Classic! They are sooo lucky that I am their President. Border is very tight and the Wall is rapidly being built!'"
1257303100815261696,2020-05-04 13:36:33,"b'Republicans love the biggest Tax Cuts, Rebuilt Military, Choice for Vets, saving 2nd Amendment and many other things my Administration has done, but what they love beyond all else is 252 (so far!) Federal Judges, not including two great Supreme Court Justices. A Big Record!'"
1257286796523814914,2020-05-04 12:31:46,"b'And I\xe2\x80\x99m Endorsing you also Lacy, you truly deserve it. You are doing a great job, and Omar is a disaster who wants much higher taxes, hates our Military &amp; our Vets, demands Open Borders, and is fighting to take away our great 2nd Amendment. Good luck Lacy! https://t.co/RunIPCbTyc'"
1257283775375040512,2020-05-04 12:19:45,"b'Getting great reviews, finally, for how well we are handling the pandemic, especially our strong production of desperately needed ventilators, the building of field hospitals &amp; beds, and soon, the great things we are doing on testing. People are really working well together!'"
1257258214615367680,2020-05-04 10:38:11,"b'\xe2\x80\x9cConcast\xe2\x80\x9d should open up a long overdue Florida Cold Case against Psycho Joe Scarborough. I know him and Crazy Mika well, used them beautifully in the last Election, dumped them nicely, and will state on the record that he is \xe2\x80\x9cnuts\xe2\x80\x9d. Besides, bad ratings! #OPENJOECOLDCASE'"
1257138589307219969,2020-05-04 02:42:50,b'I\xe2\x80\x99m with the TRUCKERS all the way. Thanks for the meeting at the White House with my representatives from the Administration. It is all going to work out well!'
1257129479455080448,2020-05-04 02:06:38,b'https://t.co/cnQ4tKIzVv'
1257069539294171140,2020-05-03 22:08:28,b'https://t.co/O4iRRKJkyS'
1257047564219822080,2020-05-03 20:41:08,b'Thank you Ryan. Working hard! https://t.co/ZnYgTI3Qux'
1257041819097092096,2020-05-03 20:18:19,"b'Intelligence has just reported to me that I was correct, and that they did NOT bring up the CoronaVirus subject matter until late into January, just prior to my banning China from the U.S. Also, they only spoke of the Virus in a very non-threatening, or matter of fact, manner...'"
1257009530673803268,2020-05-03 18:10:00,b'Thank you very much to our beautiful \xe2\x80\x9cboaters.\xe2\x80\x9d I will never let you down! https://t.co/Ot5Ffnjj9G'
1256957565562486784,2020-05-03 14:43:31,"b'....And then came a Plague, a great and powerful Plague, and the World was never to be the same again! But America rose from this death and destruction, always remembering its many lost souls, and the lost souls all over the World, and became greater than ever before!'"
1256955754428448768,2020-05-03 14:36:19,b'So nice to see this great honor. Thank you (but haven\xe2\x80\x99t played golf in a long time)! https://t.co/FfJyUmRdGi'
1256954349491818501,2020-05-03 14:30:44,b'Going well despite the Fake News! https://t.co/WXqcomjahx'
1256931676099350528,2020-05-03 13:00:38,b'Some things never get old! https://t.co/0GHkJjNbZL'
1256930926485024768,2020-05-03 12:57:40,b'Progress being made! https://t.co/cqHKwJCJNm'
1256930571760087041,2020-05-03 12:56:15,b'Thank you! https://t.co/GAFe1AdZpt'
1256930134512357377,2020-05-03 12:54:31,b'Keep punching Mike! https://t.co/QwFcFQ8B5O'
1256929658890792960,2020-05-03 12:52:37,b'Thank you! https://t.co/s3aLt9qTVZ'
1256928926124904448,2020-05-03 12:49:43,b'Wow! https://t.co/90GHsQRBAB'
1256928204801089539,2020-05-03 12:46:51,"b'Hopefully our Country will soon mend. We are all missing our wonderful rallies, and many other things! https://t.co/LX8TyBzsXO'"
1256921471286468609,2020-05-03 12:20:05,"b'Many complaints coming in about Maine. I love that State, won Maine 2 - Don\xe2\x80\x99t make the cure worse than the problem itself. That can happen, you know! https://t.co/XsAiTWDx44'"
1256915740432760835,2020-05-03 11:57:19,"b'The Fake News doesn\xe2\x80\x99t show real polls. Lamestream Media is totally CORRUPT, the Enemy of the People! https://t.co/Agwb3u5QFd'"
1256911953903202307,2020-05-03 11:42:16,"b'.@PeteHegseth  \xe2\x80\x9cOh bye the way, I appreciate the message from former President Bush, but where was he during Impeachment calling for putting partisanship aside.\xe2\x80\x9d @foxandfriends  He was nowhere to be found in speaking up against the greatest Hoax in American history!'"
1256788149113520129,2020-05-03 03:30:19,"b'Beautiful, thank you to our GREAT @BlueAngels and @AFThunderbirds! https://t.co/42ftZmOlQe'"
1256721351722876933,2020-05-02 23:04:53,"b'No reason to turn it down, except politics. We have plenty of testing. Maybe you need a new Doctor over there. Crazy Nancy will use it as an excuse not to show up to work! https://t.co/NucH4dbKBL'"
1256720284540981248,2020-05-02 23:00:39,"b'The Democrats are just, as always, looking for trouble. They do nothing constructive, even in times of crisis. They don\xe2\x80\x99t want to blame their cash cow, China, for the plague. China is blaming Europe. Dr. Fauci will be testifying before the Senate very soon! #DONOTHINGDEMOCRATS https://t.co/fgHuYeiOQY'"
1256713236331794437,2020-05-02 22:32:38,b'Not much time to sleep. Thank you! https://t.co/ilWlYrdfh1'
1256711660787695616,2020-05-02 22:26:23,"b'So true, although Honest Abe wasn\xe2\x80\x99t bad. Thank you! https://t.co/Bb4736mgxa'"
1256702883199881216,2020-05-02 21:51:30,"b'She was thrown off The View like a dog, Zero T.V. Personas. Now Wallace is a 3rd rate lapdog for Fake News MSDNC (Concast). Doesn\xe2\x80\x99t have what it takes! https://t.co/F8azYEJHm5'"
1256698677864861697,2020-05-02 21:34:47,b'Very cool. Please thank him! https://t.co/7nc79fCFip'
1256696015702425601,2020-05-02 21:24:13,"b'I, for one, am glad to see he is back, and well! https://t.co/mIWVeRMnOJ'"
1256693593961627655,2020-05-02 21:14:35,"b'Border Wall is going up FAST. Over 172 miles already built. 450 miles by early next year, or sooner! Dems want OPEN BORDERS. I want STRONG BORDERS! https://t.co/ZvOo2xYdom'"
1256691828516151296,2020-05-02 21:07:34,"b'The Impeachment Hoax will be exposed. Crazy Nancy gets Nothing Done, that\xe2\x80\x99s why she got thrown out as Speaker the first time. Also, she should come back to Washington now! https://t.co/stKjtzPJNZ'"
1256687254703157252,2020-05-02 20:49:24,"b'I hate to be promoting AT&amp;T, but @OANN is Great News, not Fake News. Everybody should be carrying them! https://t.co/b2fx9w0zqq'"
1256683935444226048,2020-05-02 20:36:12,b'That\xe2\x80\x99s right Jack. Keep up the good work! https://t.co/q8DdMbW0hl'
1256676153630363649,2020-05-02 20:05:17,b'https://t.co/viZkbzM7Sp'
1256630090328346624,2020-05-02 17:02:15,b'Thank you Michael. You also! https://t.co/VFi6Nhj3zG'
1256628709496369152,2020-05-02 16:56:46,b'The Russia Hoax is the biggest political scandal in American history. Treason!!! Lets see how it ends???? https://t.co/VRsVdiQrsf'
1256589520608378881,2020-05-02 14:21:02,b'Thank you! https://t.co/LSGA6Tg0zk'
1256573581657604096,2020-05-02 13:17:42,"b'96% Approval Rating in the Republican Party. Thank you! Also, just out, highest ever Approval Rating overall in the new Gallup Poll, and shows \xe2\x80\x9cTrump beating Sleepy Joe Biden.\xe2\x80\x9d'"
1256570859935932416,2020-05-02 13:06:53,"b'There is tremendous CoronaVirus testing capacity in Washington for the Senators returning to Capital Hill on Monday. Likewise the House, which should return but isn\xe2\x80\x99t because of Crazy Nancy P. The 5 minute Abbott Test will be used. Please inform Dr. Brian P. Monahan. @MarkMeadows'"
1256428766110404608,2020-05-02 03:42:15,b'https://t.co/UIazMAipNa'
1256366878873792512,2020-05-01 23:36:20,b'Don\xe2\x80\x99t allow RIGGED ELECTIONS! https://t.co/DeZ5B3TEv5'
1256355830917726211,2020-05-01 22:52:26,b'https://t.co/wPqRmK8HeA'
1256355575576834052,2020-05-01 22:51:25,b'https://t.co/iO6O7AkVqJ'
1256323537939230720,2020-05-01 20:44:07,b'https://t.co/EyDbvD3UnX'
1256313936980226048,2020-05-01 20:05:58,"b'Senator Shelley Moore Capito (@CapitoforWV) is doing a tremendous job for the great people of West Virginia! She strongly defends our Second Amendment, Supports our Veterans and is Strong on Life and the Border....'"
1256243856166850560,2020-05-01 15:27:29,b'Concast (@NBCNews) and Fake News @CNN are going out of their way to say GREAT things about China. They are Chinese puppets who want to do business there. They use USA airwaves to help China. The Enemy of the People!'
1256202305680158720,2020-05-01 12:42:23,"b'The Governor of Michigan should give a little, and put out the fire. These are very good people, but they are angry. They want their lives back again, safely! See them, talk to them, make a deal.'"
1256195312965877760,2020-05-01 12:14:36,"b'Cryin Chuck Schumer, compared to what other Senators have brought home to their states, has brought very little back to N.Y. A totally overrated loser, the one thing he has given them is SALT. He never even called me to stop it. No wonder Cuomo &amp; most others can\xe2\x80\x99t stand him. AOC!'"
1256193615724007425,2020-05-01 12:07:51,"b'Cryin\xe2\x80\x99 Chuck Schumer was on a late night show using a false talking point over &amp; over again. \xe2\x80\x9cWe don\xe2\x80\x99t have enough testing ,\xe2\x80\x9d he would repeat, when he knows we have done a great job on Testing, just like we have on Ventilators and everything else. He lied, gave NY SALT. Run AOC!'"
1256190556839051264,2020-05-01 11:55:42,b'Dirty Cop! https://t.co/xrB4PYTV0J'
1256190183298473985,2020-05-01 11:54:13,"b'I have done more for farmers and ranchers than any President in history, and it has been my honor in doing so! https://t.co/YcCznszW7P'"
1256024228777857025,2020-05-01 00:54:46,b'\xe2\x80\x9cThe only thing we got wrong is that it was even worse (the corruption) than we thought.\xe2\x80\x9d @Jim_Jordan  DIRTY COPS!'
1256016249169084417,2020-05-01 00:23:04,"b'Vote @MikeGarcia2020 by May 12th! His opponent @ChristyforCA25 voted to fire teachers, and cut their salaries while bumping up her pay. Now she\xe2\x80\x99s mocking our Great Vets! We need Navy Fighter Pilot Mike Garcia in #CA25! https://t.co/MEnGMvl8it'"
1256013239487549441,2020-05-01 00:11:06,"b'Tom Tiffany (@TomTiffanyWI) is a Great Advocate for the incredible people of Wisconsin (WI07). We need Tom in Congress to help us Make America Great Again! He will Fight for Small Business, supports our Incredible Farmers, Loves our Military and our Vets....'"
1255926261068763143,2020-04-30 18:25:29,"b'Over 120 MILLION Economic Impact Payments have already gone out to hardworking Americans! If you haven\xe2\x80\x99t yet received your payment, go to https://t.co/EDOqlgltVg and click on \xe2\x80\x9cGET MY PAYMENT\xe2\x80\x9d to receive your money FAST!'"
1255861756741726208,2020-04-30 14:09:10,"b'We can\xe2\x80\x99t let the Fake News, and their partner, the Radical Left, Do Nothing Democrats, get away with stealing the Election. They tried that in 2016. How did that work out?'"
1255842713603387392,2020-04-30 12:53:30,b'The Do Nothing Democrats! https://t.co/hwLd2eWpFg'
1255837215927787520,2020-04-30 12:31:39,b'FAKE NEWS! https://t.co/Y8RwjmJ9D1'
1255837028526297088,2020-04-30 12:30:54,b'Great! https://t.co/Q4AOdpuBva'
1255832117583495169,2020-04-30 12:11:23,b'DIRTY COP JAMES COMEY GOT CAUGHT!'
1255829937690480643,2020-04-30 12:02:43,b'Plus many! https://t.co/2oLoWclgOx'
1255829082660577283,2020-04-30 11:59:20,b'Really? Have you looked at the numbers lately! https://t.co/bNDZKV1c8t'
1255828428814770176,2020-04-30 11:56:44,"b'FAKE POLLING, just like 2016 (but worse)!'"
1255826177350144001,2020-04-30 11:47:47,"b'What happened to General Michael Flynn, a war hero, should never be allowed to happen to a citizen of the United States again!'"
1255825998521741312,2020-04-30 11:47:04,"b'Does anybody really believe that Roger Stone, a man whose house was raided early in the morning by 29 gun toting FBI Agents (with Fake News @CNN closely in toe), was treated fairly. How about the jury forewoman with her unannounced hatred &amp; bias. Same scammers as General Flynn!'"
1255825648448348161,2020-04-30 11:45:41,"b'Despite reports to the contrary, Sweden is paying heavily for its decision not to lockdown. As of today, 2462 people have died there, a much higher number than the neighboring countries of Norway (207), Finland (206) or Denmark (443). The United States made the correct decision!'"
1255718837762306049,2020-04-30 04:41:15,b'Lyin\xe2\x80\x99 Brian Williams of MSDNC! https://t.co/3gtkdmoZjJ'
1255714490554953736,2020-04-30 04:23:59,"b'I must admit that Lyin\xe2\x80\x99 Brian Williams is, while dumber than hell, quite a bit smarter than Fake News @CNN \xe2\x80\x9canchorman\xe2\x80\x9d Don Lemon, the \xe2\x80\x9cdumbest man on television\xe2\x80\x9d. Then you have Psycho Joe \xe2\x80\x9cWhat Ever Happened To Your Girlfriend?\xe2\x80\x9d Scarborough, another of the low I.Q. individuals!'"
1255710938075889664,2020-04-30 04:09:52,"b'Lyin\xe2\x80\x99 Brian Williams of MSDNC, a Concast Scam Company, wouldn\xe2\x80\x99t know the truth if it was nailed to his wooden forehead. Remember when he lied about his bravery in a helicopter? Totally made up story. He\xe2\x80\x99s a true dummy who was thrown off Network News like a dog. Stay tuned!'"
1255708741950943233,2020-04-30 04:01:08,"b'Just told that Fake News @CNN is falsely reporting that I was recently shouting at my campaign manager over made up nonsense. Actually, he is doing a great job, I never shouted at him (been with me for years, including the 2016 win), &amp; have no intention to do so. Just FAKE NEWS!'"
1255706636972363776,2020-04-30 03:52:46,"b'.@CNN doesn\xe2\x80\x99t want to speak about their persecution of General Michael Flynn &amp; why they got the story so wrong. They, along with others, should pay a big price for what they have purposely done to this man &amp; his family. They won\xe2\x80\x99t even cover the big breaking news about this scam!'"
1255696235970940934,2020-04-30 03:11:27,b'https://t.co/xCzgk5yoUK'
1255661296047067138,2020-04-30 00:52:36,"b'Happy Birthday to three time Olympian and five term Congressman, @JimRyun!'"
1255657225659523072,2020-04-30 00:36:26,b'https://t.co/FH26OaIh2b'
1255656645759246341,2020-04-30 00:34:07,b'https://t.co/efAolmZvuW'
1255510996623527936,2020-04-29 14:55:22,"b'No, I think Amash would make a wonderful candidate, especially since he is way behind in his district and has no chance of maintaining his Congressional seat. He almost always votes for the Do Nothing Dems anyway. I like him even more than Jill Stein! https://t.co/V8kutnfvIj'"
1255507868280856581,2020-04-29 14:42:56,b'THANK YOU @MarkLevinShow! \nhttps://t.co/GJSNM0LUQH'
1255484391364665351,2020-04-29 13:09:39,b'At least they admit it. The Failing @nytimes &amp; @washingtonpost never correct their Fake Reporting! https://t.co/3aUKA4826K'
1255352014042738688,2020-04-29 04:23:38,"b'The only reason the U.S. has reported one million cases of CoronaVirus is that our Testing is sooo much better than any other country in the World. Other countries are way behind us in Testing, and therefore show far fewer cases!'"
1255325711960768514,2020-04-29 02:39:07,b'THANK YOU MICHAEL! @bittyandbeaus https://t.co/KVXVcdO79E'
1255231394923646976,2020-04-28 20:24:20,b'https://t.co/shcVSYZmuY https://t.co/ispKWWF96K'
1255228926428942339,2020-04-28 20:14:31,b'https://t.co/9YNWvhqCk7'
1255145720136359945,2020-04-28 14:43:53,b'Thank you @BlueAngels and @AFThunderbirds! #AmericaStrong https://t.co/oZyFJBT90h https://t.co/bq0VOKYsmd'
1255133977360265218,2020-04-28 13:57:14,"b'But I love Diamond &amp; Silk, and so do millions of people! https://t.co/RBX9bmFIwH'"
1255130302655148033,2020-04-28 13:42:38,b'Texas to open businesses in phases beginning Friday. Great job being done by @GregAbbott_TX'
1255129366234890240,2020-04-28 13:38:54,b'Many States moving to SAFELY &amp; QUICKLY reopen!'
1255105998471249923,2020-04-28 12:06:03,"b'We are doing far more, and better, Testing than any other country in the world, and yet the media does nothing but complain. No matter how good a job is done, the same as with the Ventilators, they will never say we are doing a great job, they will only viciously gripe!'"
